offer_id	first_day_exposition	last_day_exposition	last_price	floor	open_plan	rooms	studio	area	kitchen_area	living_area	agent_fee	renovation	offer_type	category_type	unified_address	building_id
3999660609931742209	2018-03-21T00:00:00+03:00	2018-04-20T00:00:00+03:00	40000.0	22	False	3	False	100.0					2	2	Россия, Санкт-Петербург, проспект Обуховской Обороны, 138к1	3083028653280224777
7569479969705924472	2018-03-06T00:00:00+03:00	2018-03-14T00:00:00+03:00	17000.0	2	False	1	False	33.0	6.0		99.0		2	2	Россия, Санкт-Петербург, Петергофское шоссе, 19	1293681932357344733
4633930518003668993	2017-08-07T00:00:00+03:00	2018-05-24T00:00:00+03:00	3400000.0	3	False	1	False	44.9	11.3	21.8			1	2	Россия, Ленинградская область, Тосненский район, Тельмановское сельское поселение, посёлок Тельмана, Онежская улица, 3	5294606598265955644
1896730478087070345	2017-01-13T00:00:00+03:00	2017-05-23T00:00:00+03:00	38000.0	4	False	2	False	55.0	9.0	32.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Заневский проспект, 35	6775422902231213363
3367195771305212778	2015-05-13T00:00:00+03:00	2017-07-27T00:00:00+03:00	4500000.0	15	False	1	False	38.8	10.5	17.0		0.0	1	2	Россия, Санкт-Петербург, проспект Солидарности, 21к3	1522978311754123334
5141797489724372275	2017-08-11T00:00:00+03:00	2017-09-06T00:00:00+03:00	21000.0	2	False	1	False	38.0	10.0	20.0		0.0	2	2	Россия, Санкт-Петербург, улица Коллонтай, 6к2	6932879665530497480
1249520268186548480	2016-09-16T00:00:00+03:00	2016-12-12T00:00:00+03:00	134500000.0	6	False	1	False	219.0	18.0	97.0		3.0	1	2	Россия, Санкт-Петербург, Вязовая улица, 10	1661116405592312730
6815070906235737344	2017-08-17T00:00:00+03:00	2017-10-16T00:00:00+03:00	9990000.0	2	True	0	False	137.0				0.0	1	2	Россия, Санкт-Петербург, Сестрорецк, Грибная улица, 28	8853344915526341114
6297345058172935835	2018-01-16T00:00:00+03:00	2018-03-02T00:00:00+03:00	8244740.0	10	False	3	False	87.71	14.7	51.0			1	2	Россия, Санкт-Петербург, Ленинский проспект, 56	2190208629105094053
5495255364054888960	2016-07-27T00:00:00+03:00	2016-08-25T00:00:00+03:00	1070000.0	2	False	2	False	52.0				0.0	1	2	Россия, Ленинградская область, Сланцевское городское поселение, Сланцы, улица Максима Горького, 20	1941861480936684454
9174606537144925538	2018-03-30T00:00:00+03:00	2018-04-14T00:00:00+03:00	4499000.0	11	False	1	False	33.3	8.9	16.3			1	2	Россия, Санкт-Петербург, проспект Космонавтов, 65к12	6560525592474888224
6052633297829057536	2017-12-01T00:00:00+03:00	2018-06-29T00:00:00+03:00	2600000.0	14	False	0	True	26.0				10.0	1	2	Россия, Санкт-Петербург, Комендантский проспект, 2	183357046971016825
5315190806660256000	2018-08-13T00:00:00+03:00	2018-08-20T00:00:00+03:00	25000.0	4	False	2	False	54.0	9.0	32.0	50.0		2	2	Россия, Санкт-Петербург, Беломорская улица, 32	7387227526494284700
6726589803930248960	2017-11-14T00:00:00+03:00	2017-12-04T00:00:00+03:00	45000.0	14	False	2	False	60.0		32.0	50.0	10.0	2	2	Россия, Санкт-Петербург, Заозёрная улица, 3к2	3913764601474712450
7039659302886930433	2017-03-21T00:00:00+03:00	2017-06-13T00:00:00+03:00	3850000.0	3	False	1	False	36.0	8.0	18.0		1.0	1	2	Россия, Санкт-Петербург, Колпино, Заводской проспект, 38	1549642848657229267
6302998900286770561	2016-08-12T00:00:00+03:00	2016-10-12T00:00:00+03:00	70000.0	5	False	1	False	50.0	15.0	15.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Морской проспект, 15	7313362257532056872
7340091001892444849	2016-03-19T00:00:00+03:00	2016-04-13T00:00:00+03:00	3150000.0	4	False	2	False	42.0	6.0	25.0		0.0	1	2	Россия, Санкт-Петербург, Колпино, Павловская улица, 78	6366015343883936806
7340091001890476752	2017-09-13T00:00:00+03:00	2017-12-23T00:00:00+03:00	3050000.0	5	False	1	False	30.0	6.0	18.0	100.0	0.0	1	2	Россия, Санкт-Петербург, проспект Королёва, 19	756291893985037504
7621245106464439033	2017-03-09T00:00:00+03:00	2018-02-07T00:00:00+03:00	3200000.0	2	False	2	False	42.0	6.0	26.7	0.0	2.0	1	2	Россия, Санкт-Петербург, Пушкин, улица Красной Звезды, 20	7264343045499012826
2003293295660009728	2018-07-17T00:00:00+03:00	2018-08-20T00:00:00+03:00	45000.0	7	False	3	False	91.0	15.0	56.0	70.0		2	2	Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Вилеровский переулок, 6	711205115327515830
